65,东西 行 冲着 牌子 买 当天 下单 下午 送来 第二天 安装 师傅 上门 收 点 材料 放 服务 周到 安装 师傅 说 增容 进水 水温 20 度 情况 描述 效果 夏天 有用 冬天 水温 低 效果 太 想像 太 总体 材质
67,挺 希望 广告 时间 长
68,安装 花 两百多 真黑
69,第二个 史密斯 热水器 一如既往 滴好 京东 送货 很快 安装 滴 师傅 专业 收费 透明
70,产品 不错 安装 需 配件 收钱
72,安装 过程 中 麻烦 客服 态度 不好 买回来 一周 装上
73,不错 家里人 说好 加热 很快
74,不错 节能 环保
75,送货 安装 安装 非要 支架 忽悠
76,己装 京东 送货 第二天 师傅 上门 按装 没试
77,老实 讲 添置 新家 买 电器 AO 史密斯 家 服务 真心 不错 安装 师傅 态度 工作 认真负责 安装 完毕 现场 干净 特意 打电话 回访 果断 好评
78,满意
79,品牌 东西 这台 时间 说话 品牌 形象 服务 人员 展现 上班 老太太 在家 安装 路由 不到 2m ppr 个角筏 收 百多 安装 电话 敢留 做 天在
80,不错 挺
81,东西 不错 安装 人员 服务态度 产品 不带 固定 支架 差个 放气用 塑料管 安装 人员 说 安装 别家 随机 我家 希望 解决
82,用过 牌子 买 未用 期待
83,挺 品牌 信任
84,帮 爸妈 买 加热 挺快 不错
85,加热 省 电 容量 安装 师傅 服务
86,品牌 机器 服务
87,赞 品牌 质量 服务
88,全优 全 五分
89,发表 晚 喜欢 款 安装 位置 靠棚 显得 空间 家 卫生间
91,安装 好多钱
92,帮 同事 买 满意 不错
93,热水器 买 老牌子 品质 信得过
94,真 行 不错 上门 安装 师傅 热心 配件 收费 热水器 不错
95,品牌 舒服
96,产品 送货 加热
97,冲着 史密斯 牌子 没用过 品牌 贵 一倍 价格 物有所值 时间 答案
98,收到 货 发现 包装 完好 满意 送货 员工 送上 赠品 安装 师傅 负责 满意 安装 发现 安装 细致
99,送货 很快 当天 到达 第二天 安装 给力 安装 师傅 态度 推荐 乱七八糟 配件 不错 本次 购物 愉快
100,不错 挺
101,不错 热水器 操作 简单 安装 前一天 下午 打电话 第二天 上午 装上 耐心 教
102,师傅 上门 安装 到位
103,选 大小 满意 送货 速度 很快 后续 新 家用 补评
104,安装 先备 东西 不错
106,到货 包装 不错 安装
107,不好意思 评价 晚 刚装 全 满分
108,热水器 一如既往 信赖 京东 信赖 史密斯
109,预约 安装 朋友 装 挺
110,厂家 乱收费 项目 项目 未 价目表 上门 安装 免费 材料费 贵
111,摇控 操作 实体店 便宜 热水 率 实体 低 10
112,朋友 品牌
113,热水器 不错 值得 信赖 牌子
114,不错 性价比 高 喜欢
115,史密斯 品牌 名不虚传
116,品牌 图个 安心 服务 不错
117,选 史密斯 热水器 品牌 值得 拥有
118,不错 京东
119,AO 史密斯 售后 安装 过程 安装 师傅 专业 赞 愉快 购物
120,不错 真的 不错
121,质量 舒服 支持 支持 灰常灰常 热水器 介绍 朋友
122,原定 送货 时间 装修 好找 客服 改过 合适 时间 送来 安装 花 点儿 钱 还好 还好
123,简单 实用 操作 简便 安装
124,挺快 实用性 强
125,安装 到位 用过 史密斯 几年 来用 新房 选 老史 安装 材料 花 300 元 正规 收费 贵
126,值得 信赖
127,行业 中 大牌 机械 版 实用 安装 师傅 专业
128,产品 服务态度
129,好用 实惠
130,东西 不错 品牌
131,感觉 节电 东西 看着 舒服
132,非要 10 字
133,通电 十分钟 升到 五十 安装 师傅 垃圾 干净 收费 245
134,给力 安装 快捷 使用方便
135,推荐 购买
136,想象 热水 速度 出水 均匀 值得 推荐
137,送货 安装 师傅 服务周到 安装 配件 费用 169 元
139,送货 忠厚 态度 热水器 外观 品牌
140,挺 送 安装 师傅 挺快 服务 挺
141,品牌 值得 信赖 希望 多用 几年 上门 安装 师傅 认真负责 收费 赞
142,送货 安装 很快
143,外观 简洁 大方 尺寸 卖家 推荐 力
144,热 很快
145,安装 到位
146,热水器 送货 史密斯 安装 师傅 认真负责 愉快 购物
147,款 热水器 长度 693 短 直径 稍微 大了些 喜好 购买 京东 配送 速度 一如既往 厂家 售后 安装 服务 规范 收费 态度 更是 不好意思 热水器 功能齐全 半桶 速热 max 增容 实用 说 史密斯
148,京东 买过 不错
150,东西
151,不错 懂
152,质量 不错 快递 力 赞 送到 楼上
153,挺 热 很快 品牌
154,评 真心 不错
155,不错 宝宝 喜欢
156,安装 价格合理 买 过些日子 安装 试试
157,第一次 京东 买 东西 感觉 送货 安装 很快 服务
158,送货 服务 号 外观 漂亮
159,东西 力 不好意思 来晚
160,奔 品牌 真不错
162,安装 师傅 耐心 服务 热水器 热水 很快
163,性价比 高 服务
164,满意 机器
165,没用 追加 评论 品牌 质量 肯定 不错 京东
166,安装 用过 不错 师傅 服务到位 真心 不错
167,热水器 赞 不错 牌子 o 安装 师傅 服务态度 超级 耐心 讲 第二天 电话 回访 第一次 网上 买 大件 愉快 购物
168,AO 史密斯 O Smith 电热水器 不错
169,送货 价钱 不错
170,送货 点击 优惠 多交 200 元 第一次 退货 被扣 京豆 这是 第二次 拍下 东东 安装 师傅 负责 安装 满意
171,京东 送货 又快又好 买 称心 价格 便宜 安装 赞
172,热水器 力 水量 史密斯 名不虚传
173,品牌 值得 信赖 节能
174,外观 不错 装修 完工 评价
177,制热 很快 安装 师傅 负责
178,品牌 保障
179,还好 嗨 嗨 嗨 安徽省 说
180,做工 扎实 用料 很足
181,昨天 到货 等待 安装 AO 史密史 品牌 信得过 产品 安装 完毕 我会 加 好评
182,不错 不错 不错 不错 不错
183,硬 牌子 不错 史密斯 阿里斯顿
184,装 效果 入住 安装费 贵 点 两个 杂牌 三角 阀 100 块 装修 公司 九牧好 九牧 20 多块
186,质量 好用 放心
187,热水器 实用 节能 高效
189,京东 配送 真 东东 不错 好评 好评 喜欢 还会 支持 京东 京东 加油
190,不错 无论是 质量 加热 速度 特别 服务 师傅 素质 高 够 专业 态度
191,实用 产品 说
193,不错 京东 质量
194,送货 很快 预约 明天 安装 希望 一切顺利
195,史密斯 热水器 里 加热 洗澡 温度 能顶 太 令人 惊讶 价格 令人 惊讶 性价比 超高
197,产品 满意 需求 买 史密斯 产品
198,外观 不错 想象 中
199,不错 啊啊啊 啊啊啊
200,品牌 放心 买 正好 活动 划算
201,想像中 说 优点 加热 很快 感觉 分 分钟 70 度 保温 效果 实在 不好 小时 温度 降到 四十度 只能 洗 几分钟 冷水 冬天 肯定 两个 人洗 只能 说 售后 提个 赞 安装 花 220 元 服务 算
202,前期 物流 服务 东西 安装 交房 后期 定评
203,送货 挺 安装 师傅 态度
205,价格 地道 正品 保证
206,质量 安装 师傅 态度 服务 缺点 内蒙古 呼和浩特 安装 辅料 北京 价格 高出 倍 原因
207,刚装 搬家 试用 信任 牌子
208,品牌 未 安装 希望 好用
209,东西 说 用料 实在 买 完 发现 客户端 便宜 110 块 亏
210,东西 不错 京东 促销 价格 没谱
211,包装 完好 热水器 正好 小户型 卫生间 不用 担心 水 不用 担心 占 地方 满意 安装 还来 追加 评论
212,品牌 京东 没装
213,家用 史密斯 不错 爸妈 买
215,购物 愉快 买 正好 赶上 活动 价格 1958 填写 信息 时 手机号 填错 主动 客服 客服 建议 撤销 订单 拍 修改 号码 在线 支付 取消 发现 价格 2268 差价 客服 客服 一味 告诉 补 差价 办法 只能 投诉 转 上级 算 满意 建议 京东 完善 流程 制度 客户 个人信息 订单 修改 至少 补救措施 一味 建议 客户 撤销 订单 提交 史密斯 热水器 家里 装 信赖 东西 没话说
216,安装 款 机械式 坏 功能 家用 足够
217,漂亮 质量 真心 不错
218,送货到 家 服务 安装 师傅 厚道 乱收费
219,下次 还会来 买
220,质量 家用 实惠
221,请 邮件 执行 谢谢
222,安装 冲着 品牌 买
223,没装 物流
224,赶上 活动 省 200 实在
225,电热水器 AO 史密斯 真的 一分钱 一分货 价值 保温 人用 两天 n
226,加热 速度 水量
227,AO 史密斯 电热水器 好用 出水
228,安装 挺快 2058 买
229,京东 送货 准时 售后服务 厂家 400 电话 提前 安排 安装 工人 师傅 敬业 品牌 服务 上档次 房间 装修 中 工人 师傅 教导 安装 钱 材料 付费 180 钱花 很值 材料 质量 颜色 机身 配搭 角阀 质量 杠杠
230,品牌 不错
231,这么久 评价 不错
232,母亲节 送 老妈 送货 很快 上门 安装 师傅 非说 60 升 太大 非 安装 支架 花 290 块 大洋 买 80 升 安装 天梯 MLGB
233,忙 收货 周 装上去 牌子 值得 信赖
234,安装 不错 安装 师傅 服务 到位 满意
235,安装 货 很快
236,买回来 囤货 品牌 安装 追加 评价 赞 物流
238,实用 同事 买 便宜
239,热水器 希望 不错 喔
240,60 升 很大 安装 感觉 想 买 AO 史密斯 热水器 广告 做 深入人心 下单 安装 感觉 服务 安装 费用 一百多 材料 自备 全是 安装 人员 自带 明码标价 就付 效率 高 小时 装好
241,加热 很快 功能齐全 不错
242,热水器 完好 收到 安装 时 安装 师傅 验货 先打 五分
243,不错 热水器 安装 师傅 专业
244,产品 物流 价格
245,帮别人 买 习惯性 好评
246,品牌 质量 说 始终 信赖 五一 促销 买 减 200 2068 到手 太 合适
247,28 日买 讲好 优惠 200 优惠
248,不错 值得 拥有
249,送货 很快 客服 到位 感觉 价钱 很值
250,热水器 收到 安装 不错 品牌 力量 后续 安装 追加 期待
251,热水器 操作 简单 性能 稳定
252,买 第四 台 史密斯 热水器 这台 热水器 未 购买 安装 体会 京东 销售 史密斯 品牌 购买 性价比 高 热水器 购买 送货 体验 一流 史密斯 安装 人员 专业 态度 史密斯 品牌 服务 重视 分不开 款 热水器 容量 体积小 适合 年轻人 小户型 居住 空间 期待 日后 中 史密斯 带给 消费者 一流 体验
253,商品 力 服务 不错
254,周三 下单 周四 送到 当天 安装 东京 速度 AO 安装 师傅 准时 愉快 购物 体验
255,商品 不错 送货 够快 服务满意 退换货 发票 拿走 重开
256,东西 收到 史密斯 东西 不错 比前 几年 买 贵 品质 不错
257,不错 热水器
258,付款 收货 18 小时 超级 给力 快递 小伙 太给力 没问 扛 五层 要赞 热水器 包装 严实 踏实 感觉 满意
259,满意 值得 购买
260,冲着 牌子 买 满意
262,高大 一款 热水器 送货 安装 同一天 付 安装 材料费 明码标价 乱收费
263,特别 安装 人员 服务态度 安装 材料费 贵 点
264,热水器 看着 质量 不错 没用 先 好评 信赖 京东
265,好好 好好 好好 好好 好好
266,第一次 京东 买 电器 轻松 便捷 史密斯 产品品质 满意 特别 上门 安装 人员 家里 老人 说 回访 满意
267,真心 不错 上午 送 下午 装
268,AO 史密斯 乞丐 版 品质 不错
269,第一次 找 安装 师傅 配件 几个 配件 买好 说 不行 没用 他安 第二次 打电话 换 师傅 不错 只用 两个 配件 不到 买 配件
270,2158 买 牌子 认可 主打 金圭 内胆 送货 人员 安装 人员 认真负责 满意
272,客服 用心 物流 安装 师傅 细心 未 稍后 评价
273,售后服务 安装 四个 人来 服务 赞
274,家里 史密斯 搬新家 购置 一台 网上 订购 实体店 优惠 服务 到位 满意
275,依然 京东 京东 谱
277,送货 安装 师傅 明码标价 收费
278,品牌 值得 信赖 经济 实惠
279,安装费 台 机器 共收 395 元 包括 接头 硬管 说 非承重墙 安装 用到 支架 200 元 400 元 机器 自带 奇怪 客服 说 收费 价目表 网上 安装 师傅
281,不错 装 师傅 到位 感谢 安装 师傅 特此 感谢 京东
282,听说 质量 中
283,不错 够 尽情 洗
284,不错 值得 购买 赞赞
285,安装 年
287,效率高 头天 买 二天 送 三天 安 安装 搬家 安装 收费 高 400 大洋
288,不错 送货 师傅 人好 安装 夏 师傅 本来 说 下午 时间 特地 大老远 帮忙 安装 安装 完 特地 几天 评价 加热 速度 很快 水温 稳定 收费 标准 费用 阀门 160 块 收费 信赖 斯密斯 信赖 京东 满意
289,不错 上门服务 详细 报价
290,师傅 态度 花 小时
291,包装 完善 送货 安装 服务 收费
292,帮 买 反馈 说 不行 不错
293,速热 很快 安装 师傅 不错 热水器 花洒 配件 购买 还好 我家 花 钱
294,东西 喜欢 师傅 挺
295,安装 费用 400 元
296,掏 219 安装 材料费 还好
297,GR 店庆 买 完 降价 京东 逗 玩 不靠 谱
298,信息 泄漏 史密斯 安装 京东 调查 礼拜 赔付 20 元 有没有 搞错 信息 泄露
299,看着 精致 史密斯 品牌 放心
300,用户 史密斯 值得 信赖
302,实体店 划算 放心 品牌
303,不错 一如既往 热水 速度 很快 品质 一流
304,不错 加温 速度 超快 保温 喜欢
305,送货 超快 物美价廉 值得 购买
306,父母 新家 买 送货 预约 安装 第二天 安装 售后
308,品牌 不错 父母 买 说 京东 送货 申诉 约定 送货 时间 提前 几个 小时 赞 说 说 售后 安装 诚信 不靠 谱 东西 送来 安装 师傅 本来 说好 周日 安装 周日 说 活儿 多要 推到 周三 商量 说 周一 同意 女 客服 打电话 问 约 周三 安装 问 内部 先 沟通 确认 打电话 混乱 周一 电话 周三 说 车 被扣 过不来 奇葩 理由 闹 总共 折腾 天才 过来人 安装 冬天 夏天 洗澡 400 安装 材料费 在场 父母 岁数 说不清楚 花 反正 舒服 引进 品牌 国人 享受 高端 技术 国内 经销 服务 实在 令人堪忧
309,双 11 买 预约 两次 上门 安装 师傅 说 改期 语 安装 谈不上 效果
310,品牌 省 电
311,漏电 保护 插座 做 不错 免费 拆除 旧 热水器 赞
312,安装 服务 物有所值
313,宝宝 一步 一步
314,商品 真的 不错 家人 挺 喜欢
315,性价比 高 未 安装 装完 晒
316,挺 大小 正合适 安装 师傅 服务 赞
317,不错 安装 师傅 细心 热水器 走线 漂亮 安装 费用 高 热水 速度
318,送货 安装 送 浴巾 安装 材料 贵 本来 安装费 118 元 加 托架 要加 80 元 共用 200 电线 找 电工 拉
319,服务态度 到位
320,服务 京东 搞 促销 卖 便宜 史密斯 售后 安装 到位
321,东东 不错 安装
322,东西 没装 先 好评 好好 好好 好好 好好
323,上门 安装 点火 安装 价格合理 后期 服务到位 满意
324,史密斯 品牌 值得 信奈 产品
325,到货 服务 热情 收款 项目 回访
326,装修 囤货 中 希望
327,机是 棒 质疑 买 那台 明白 明白 同一个 区 地点 师傅 安装 运程 费 差 70 元 伤不起
328,长度 200 字 之间 填写 对此 商品 心得 商品 功能 带来 过程 中 最多 输入 200 字
329,买 热水器 满意 加热 速度 上门 安装 师傅 服务态度 安装 完 帮忙 搞好 卫生
330,不错
332,真的 安装 师傅 很棒 收费 不错
333,安装 师傅 不错 热水器 看着 挺 好看
334,商品 说 质量 说 送货 没得说 安装 服务 说 吐 槽 价格 保护 商品 降价 退 差价 去掉 赠品 钱 赠品 钱 后台 分配 占 史密斯 专用 赠品 浴巾 价值 人民币 50 元 提醒 申请 价格 保护 同志 京东 赠品 记住 价格 保护 时 赠品 有价 不能不要 滴
335,压破 一个角 换 新 发货 速度 杠杠
336,送货 价格 实惠
337,发货 安装 速度 满意 再来 追评
338,安装 师傅 尽职尽责
339,刚刚 签收 品牌 值得 信赖 浴巾 送来
340,刚刚 安装
341,正品 值得 购买 京东 购物
343,热水器 喜欢
344,喜欢 朋友 推荐 牌子
345,力 保温 效果
346,产品 实体店 贵
347,价格 实惠 安装 材料费 明码 实价 品牌 放心
348,送货 安装
349,广告 说用 世纪 热水器 价格 实惠 赠品 办公室 安装 家 买 确实 正品 厂家 售后
350,质量 价格 实惠 京东 响应 很快
351,安装 师傅 热水器 满意
352,安装 师傅 等待 送货 两个 小时 物流 说话 靠点 谱
353,价格 功能 满意 送货 安装 快捷 专业 安装 花费 277 元 配 角阀 插座
354,快递 服务 客服 追踪 电话 到位 价格 买 想到 东西
357,安装 房子 装修 追加
358,质量 不错 大牌 值得 信赖 安装 一分钱 花 买 三角 阀 师傅 帮忙 挂 剩余 装 花钱
359,高大 很漂亮 安装 师傅 耐心
360,京东 服务 下次 购物 京东
362,上门 安装 师傅 服务周到 热情 礼貌 感觉 温暖 这才 真 真的 以人为本 赞 赞 赞
363,AO 史密斯 专用 赠品 高档 加大 加厚 全棉超 柔软 浴巾
364,第二次 购买 史密斯 耐用 吉祥 物流 送货 放心
365,品牌 保障 看吧
368,加热 夏天 感觉 开即
369,买 完用 家里 线 很快 退货 服务态度 不错
370,东西 实用 好用 不错 值得 一赞
371,送货 很快 远 厂家 三天 装 买 史密斯
372,服务 质量 售后服务 用过 知
373,物流 很快 赞 安装 补 评价
374,史密斯 东西 不错
375,师傅 水温 稳定 水量
376,坏 收下 一声不响 生活
377,正式 AO 确是 装修 中 体验 产品 全 五分
378,价格 适中 品牌 质量 过硬
379,牌子 一如既往
380,速度 东西 不错
381,不错 买 第二个 帮别人 买 挺 满意
384,款 50p5 买过 50p5 感觉 不错 买 加热
385,售后 不错 服务态度 挺 专业 热水器 保温 效果 加热 速度
386,不错 .............................
387,价格便宜 质量 没话说 热水 省 电
388,牌子 热水器 父母 家 装修 买 牌子 40L 只好 买 便宜 50L 正式 到时候 评论
390,京东 配送 送 估计 半个 装 京东 厚道 明明 减 300 18 号 零时 200 台
391,安装 没用 听说 不错 全 五分
392,买 回老家 父母 师傅 安装 请人 安装 出水量 很小 有空 安装 算了 牌子 年 质量 不错 品牌 贵
393,真不错 信任 京东 111111111111111111111
395,挺不错 值得 购买 安装 师傅 不错
396,不错 安装 挺
397,服务 很棒 赞
399,好好 好好 好好 好好
400,东西 力
401,款 真不错 加热 省 电
402,装修 吨 货
403,不错 品牌
404,多年 热水器 值得 信赖
405,买 买 两台 史密斯 电热水器 质量 外观 水 加热 售后服务 不错 史密斯 电热水器 信得过 产品
406,促销 时 下手 买 超级 划算 赠品 满减 返券 暂未 帐 有图 真相
407,电热水器 里 品牌 品质 保证 价格比 品牌 贵 安心 专利 金圭 内胆 搪瓷 内胆 强多 装修 没到 装 电热水器 机器 拆封 希望 能用 50 年
408,加热 挺快 先备 好料 安装 免费 安装 师傅 到位 真心 不错 还会来 买
409,品牌 质量 保证 希望 真的 能用 50 年 嘻嘻
411,京东 送货 速度 给力 赞 史密斯 热水器 第一次 购买 亲戚 不错 货 暂时 安装 外观 做工 不错 先给 好评
412,不错 不错 不错 不错 不错 不错
413,送货 很快 安装 服务态度 挺 喜欢
414,安装 太 麻烦 配件 赠送 牌子
415,热水器 不错 师傅 上门 很快 材料费 80 元
416,秒杀 没秒 第二天 预约 下单 第三天 派送 商场 便宜 400 合适 史密斯 质量
417,送货 师傅 特别 希望 京东 买 东西 兰 师傅 送货 热水器 品质 n
418,送货 安装 不错 热水器
419,品牌 值得 信赖
420,效果 不错 样式 喜欢
421,史密斯 装修 师傅 服务 特别 棒 赞
422,安装 师傅 第一次 装好 漏水 满意
423,便宜 安装 专业
424,史密斯 老牌子 希望 这台 家里 两台 史密斯 质量 刚刚
425,装修 进展 先放 安装 到时候 安装 收费 服务 再来 补评
426,东西 不错 上门 安装 师傅 强行 收取 安装 费用 态度恶劣 投诉 京东 售后 贵 京东 管理 无果 父母 热水器 坏 父母 购买 热水器 替换 坏 热水器 安装 时 老人 在场 老人 购买 花洒 配件 元 父母 整理 购物 清单 时 发现 配件 产品 包含 内容 拒接 购买 安装 师傅 放弃 父母 购买 管子 父母 希望 旧管 安装 人员 告知 提供 管子 支付 元 安装 费用 自行 安装 售后 维修 服务 无奈 老人 支付 元 管子 费用 安装 后要 带走 配件 老人 拒绝 安装 收回 赠送 浴巾 嘱咐 老人 赠品 老人 未
428,冲着 名气 买 东西 不错 服务 有待 提高 上门 收取 30 元 安装费 机子 配套 固定 螺丝 安装 师傅 同意 固定架 收费 增加 管子 弯管 借口 同意 共计 收费 270 元 服务 太 失望 赠品 浴巾 拿到 老人 在家 收货 赠品 回头 问 京东
429,信任 史密斯 品牌 质量 保障
430,正好 隔壁家 品牌 安装 顺便 师傅 安装 热水器 不错 商场 便宜 师傅 耐心 帮忙 安 插座 满分
431,品牌 品牌
433,强 强 强 强 强 强 强 强 强 强 强 强 强 强
434,收费 安装 师傅 认真负责
435,装修 刚刚 安装
436,三号 下单 四号 送到 五号 装 真 安装 人员 认真负责 东西 赞
437,发货 速度 很快 预计 时间 早 送货 师傅 还给 送到 六楼 家里 快递 送到 楼下 京东 物流 很赞 史密斯 安装 人员 专业 服务 到位 感觉 品牌 确实 安装 材料费 收 201 工时费 收 50 还给 换 16A 专用 插座 感觉 价格 公道 买 朋友 电源 接地线 安装 位置 冷热水 太远 简单 峰谷 模式 省 电费 我要 先去 洗个 澡
438,东西 不错 值得 信赖 下次 还会 买
440,很棒 很漂亮 师傅
441,安装 看着 不错
442,新房 装修 完 安装 试用 安装 师傅
443,装修 囤货 没装 不错
444,加热 速度 出水 效率高 点火 节能 高效
446,东西 真的 不错 服务质量
447,没用 看着 不错 安装 师傅 服务
448,安装 师傅 后期 保养 维修 建议 我半 隐藏式 安装 买 型号 直径 很大 外露 安装 后期 维护
449,东西 正品 看现 进一步 评价 n
450,实体店 便宜 1000 划算 装好 没用 装修 再来 补评 安装工人 服务态度
451,京东 坐 做 不到 30 天 价格 保护 骗人 对此 期待 京东 买 东西
452,送 浴巾 不错 呦 安装 安装 晒 综合 指数 高
453,不错 不错 不错 送货 挺快 安装
454,总 说 实用
456,商品 不错 师傅 服务
457,史密斯 产品 服务
460,送货 安装 快捷 烧水 速度 很快 感觉 不错 挺
462,送货 安装 比较顺利 刚试 加热 还好 总体 物超所值 不错
463,加热 送货 安装 专业 仔细 热情 仔细 教 推荐 所有人 支持 京东
464,东西 老妈 特别 喜欢 没用 错 好评 好评
465,信赖 史密斯 热水器 家里 亲戚家 牌子 加热 质量 外观 热水器 高档 满意
466,不错 品牌 不错
467,牌子 热水器 棒
468,发货 速度 安装 师傅 认真负责 装上 几次 挺 省电 五星 好评
470,京东 服务 送到 屋里 安装 人员 上门 不好 一点 收 远程 费 安装 配件 出钱
471,AO 史密斯 真的 盖 确实 不错 美观大方 热水 水温 恒定 表扬 安装 人员 专业 客气 赞
474,样子 不错 挺
475,个头 挺大 长得 耐用 型 面相
476,刚刚 收到 物品 短信 服务 到位 安装 人员 态度 不错 费用 电话 里 说 支架 200 不用 支架 100
477,品牌 值得 依赖 配件 齐全 做工 超好 国产 放心 价格 适中 服务 特别
478,热水器 给力 加热 超快 安装 师傅
479,发货 速度 很快 服务态度 厂家 安装 师傅 打电话 提醒 收货 安装 预约 安装 师傅 专业 口水 喝 感谢
480,AO 史密斯 电热水器 好用 国庆 假期 晚间 客服 电话 依旧 畅通 品牌 值得 信赖
481,下单 第二天 送到 当天 安装 服务 很赞
482,安装费 335 材料费 安装 免费
483,安装 活动 买 超 实惠
484,东西 刚到 看着 挺不错 物流 送到 家里 辛苦
485,热水器 质量 不错 满意 购物
486,实用 一款 热水器
487,真 东西 京东 值得 信赖
488,一如既往 斯密司 京东 不错 赠片 忘记 电话 解决
489,不错 安装费 评论
490,安装 人员 细心
491,史密斯 热水器 品牌
492,东西 售后 礼貌 史密斯 品牌 值得 信任
493,试用 外观 点
494,装修 中 到货 速度 安装 看着 不错 习惯性 好评
495,父母 买 赞
496,未 听 同事 说 不错 品质
497,服务 不错 东西 不错 京东 可以信赖
498,商品 不错 安装 次
499,东西 不错 美的 东西 样式 挺 安装 师傅 态度 零件 费用 贵 点 600
500,服务 到位 价格 贵
501,不错 不错 不错 不错 不错 不错
503,不错 喜欢
504,史密斯
505,商品 给力 分享 购买 心得 好用 送货 质量
506,品牌 性价比 高 质量 值得 信赖
507,质量 挺不错 价格 不贵
508,高大 商场 便宜 好多
509,容量 品牌 值得 购买
510,性价比 高 大气 上档次
511,真的 值得 信赖 谱
513,满意
514,安装 服务 不错
515,东西 收到 包装 完整 史密斯 品牌
516,老人 买 不错
517,史密斯 热水器 安装 服务 低 功率 运行 时省 电 保温 效果 赞
518,昨天 收到 货 上门 安装 师傅 服务态度 门口 半个 小时 赞个 免费 安装 材料费 后期 服务 选择 史密斯 配 配件 270 元 算 外观 未 感觉 很值
519,品牌 值得 信赖 安装 师傅
520,评价 错 评价 电热水器 评价 写 进 赠品 眼神
521,保温 效果 加热 快速 真心 不错
523,送货 服务 不错 品牌 值得 信赖
524,典 颜色 功能 够用 电脑 版 价格 算 实惠 大小 合适
525,感觉 不错
526,赶上 促销 时买 送货 挺快 包装 完好无损 安装 试用 改天 追评
527,喜欢 性价比 高 品牌
528,刚刚 装 插头 转接头 安装 师傅 收 230 材料费 整体
529,热水器 款式 好看 喜欢 品牌 值得 信赖
530,安装 过后 评价
531,东西 行 送货 慢 安装 人员 敢不敢 正规 点 n
532,品牌 信得过 市区 说 要加 延长 费 莫名其妙
534,试用 功能 齐全 耐用性 没得说
535,预订 15 号 到货 说 18 号 送到 闹腾 终于 答应 15 送到 安装 费用 高 四百 弄 支架 加点 阀门 水管 贵 坑 装个 三五次 够买 一台 新 机器 装修 中 开 水电 等试 过后 补充 评价
536,哈哈哈 哈哈哈
537,强大 牌子
538,上门 安装 很快 未 期待 效果
539,史密斯 东西 没得说 质量 做工 服务 辅材 价格 贵 早 管子 京东 网上 买
540,帮 亲戚 购买 不错
542,安装 负责 未 家里 装修 完 补充 评价
543,终于 史密斯 团购 价钱 合适 买下 期待 效果
544,东西 热水器 等待 安装
545,师傅 安装 很快 材料费 收 252 元 门店 那款 颜色 门店 白色 浅灰 介意 门店 便宜 送货 安装 满意 纠结 颜色
546,未 家里 牌子 不错 安装费 收 190
547,京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望 京东 失望
548,质量 师傅 安装 算 周到
550,支持 京东 京东 支持 帝 很肿 肿 热水器
551,热水器 不错 实体店 便宜 一点
552,装修 囤货 中 安装 不错
